_id,SectionID,Highway,DIR,FROM_Distance,TO_Distance,PCI,DMI,IRI,Pave_Type,Pavement_Section_From,Pavement_Section_To,FUNC_CLASS
781,,401,E,434.389,441.724,82.96,8.68,1.03,CO,PICKERING:ROUGEMOUNT DR UP,SCARBOROUGH-NEILSON RD IC-385,FWY
782,,401,E,441.724,443.527,72.7,7.96,1.41,CO,SCARBOROUGH-NEILSON RD IC-385,SCARB-MARKHAM RD-HWY 48 IC-383,FWY
783,,401,E,443.527,449.251,83.7,9.03,1.23,CO,SCARB-MARKHAM RD-HWY 48 IC-383,SCARBOROUGH - WARDEN AV IC-378,FWY
784,,401,E,449.251,457.954,92.32,9.5,1.29,CO,SCARBOROUGH - WARDEN AV IC-378,NORTH YORK - HWY 11 IC-369-YONGE ST,FWY
785,,401,E,457.954,462.172,70.07,7.79,1.52,CO,NORTH YORK - HWY 11 IC-369-YONGE ST,ALLEN RD IC,FWY
786,,401,E,462.172,467.911,86.58,9.25,1.14,CO,ALLEN RD IC,HWY 400 IC (BASKETWEAVE),FWY
787,,401,E,467.911,471.768,84.65,8.81,0.98,CO,HWY 400 IC (BASKETWEAVE),KIPLING AVENUE,FWY
788,,401,E,471.768,474.597,92.32,9.5,1.32,CO,KIPLING AVENUE,BULLNOSE OF RAMP TO HWY 427 SB,FWY
789,,401,E,474.597,476.094,81.94,8.34,0.86,CO,BULLNOSE OF RAMP TO HWY 427 SB,RENFORTH DR,FWY
790,,401,E,476.094,482.309,89.1,9.16,0.93,AC,RENFORTH DR,HWY 410 IC,FWY
791,,401,E,482.309,485.813,85.16,9.71,1.67,PC,HWY 410 IC,0.3KM E OF FIRST LINE RD W-MCLAUGHLAN RD,FWY
792,,401,E,485.813,488.744,99.19,10,0.65,AC,0.3KM E OF FIRST LINE RD W-MCLAUGHLAN RD,EAST OF CREDIT RIVER,FWY
793,,401,E,488.744,494.869,89.6,9.21,0.94,AC,EAST OF CREDIT RIVER,1 KM W OF WINSTON CHURCHILL BLVD,FWY
794,,401,E,494.869,497.251,83,8.93,1.49,AC,1 KM W OF WINSTON CHURCHILL BLVD,1.4KM E OF TRAFALGAR RD IC 328-MILTON,FWY
795,,401,E,497.251,506.568,89.44,9.34,1.12,AC,1.4KM E OF TRAFALGAR RD IC 328-MILTON,MILTON- HALTON RD 25,FWY
796,,401,E,506.568,519.226,87.72,9.06,1.01,AC,MILTON- HALTON RD 25,HALTON REGION - WELLINGTON COUNTY BDY,FWY
797,,401,E,519.226,525.431,82,8.48,1.08,AC,HALTON REGION - WELLINGTON COUNTY BDY,1.0 KM E IC 299,FWY
798,,401,E,525.431,529.308,86.47,8.84,0.91,AC,1.0 KM E IC 299,1.2 KM E IC 295,FWY
799,,401,E,529.308,540.077,77.63,8.04,1.13,AC,1.2 KM E IC 295,TOWNLINE RD - IC 286,FWY
800,,401,E,540.077,544.055,84.69,8.99,1.33,AC,TOWNLINE RD - IC 286,HWY 24 - IC 282,FWY
801,,401,E,544.055,548.6,86.38,9,1.12,AC,HWY 24 - IC 282,HWY 8 - IC 278,FWY
802,,401,E,548.6,552.892,84.74,8.67,0.94,AC,HWY 8 - IC 278,1.35 KM W HOMER WATSON,FWY
803,,401,E,552.892,560.288,91.68,9.28,0.75,AC,1.35 KM W HOMER WATSON,2.0 KM W REG RD 97,FWY
804,,401,E,560.288,572.277,92.43,9.48,0.89,AC,2.0 KM W REG RD 97,4.1KM EAST OF DRUMBO RD IC 250,FWY
805,,401,E,572.277,575.325,87.25,9,0.63,AC,4.1KM EAST OF DRUMBO RD IC 250,1.96KM EAST OF DRUMBO ROAD,FWY
806,,401,E,575.325,585.283,87.25,9,0.75,AC,1.96KM EAST OF DRUMBO ROAD,3.15KM EAST OF HWY 2 IC 238,FWY
807,,401,E,585.283,587.72,87.25,9,0.93,AC,3.15KM EAST OF HWY 2 IC 238,1.1KM EAST HWY 2 IC 238,FWY
808,,401,E,587.72,594.45,87.4,9,0.98,AC,1.1KM EAST HWY 2 IC 238,HWY 59 IC 232,FWY
809,,401,E,594.45,597.499,87.25,9,0.97,AC,HWY 59 IC 232,1.0 KM WEST OF SWEABURG RD. IC 230,FWY
810,,401,E,597.499,608.68,89.65,9.13,0.84,AC,1.0 KM WEST OF SWEABURG RD. IC 230,0.8 KM WEST OF HWY. 19 IC 218,FWY
811,,401,E,608.68,618.658,86.34,8.82,0.91,AC,0.8 KM WEST OF HWY. 19 IC 218,0.8 KM WEST OF PUTNAM RD. IC 208,FWY
812,,401,E,618.658,627.937,88.91,9.03,0.82,AC,0.8 KM WEST OF PUTNAM RD. IC 208,0.9 KM WEST OF DORCHESTER ROAD WEST,FWY
813,,401,E,627.937,635.93,89.32,9.03,0.76,AC,0.9 KM WEST OF DORCHESTER ROAD WEST,1.2 KM EAST OF HIGHBURY AVENUE,FWY
814,,401,E,635.93,638.887,93.27,9.51,0.81,AC,1.2 KM EAST OF HIGHBURY AVENUE,1.45KM EAST OF WILLINGTON RD IC 186,FWY
815,,401,E,638.887,643.641,84.01,8.51,0.85,AC,1.45KM EAST OF WILLINGTON RD IC 186,645M WEST OF HIGHWAY 402 UNDERPASS,FWY
816,,401,E,643.641,649.545,87.25,9,1.83,AC,645M WEST OF HIGHWAY 402 UNDERPASS,HIGHWAY 4 EASTBOUND,FWY
817,,401,E,649.545,662.109,82.22,9,1.38,PC,HIGHWAY 4 EASTBOUND,UNION ROAD IC 164,FWY
818,,401,E,662.109,678.131,91.68,9.37,0.77,CO,UNION ROAD IC 164,0.7 KM W OF CURRIE RD IC 149,FWY
819,,401,E,678.131,694.652,92.32,9.5,1.44,CO,0.7 KM W OF CURRIE RD IC 149,2.5 KM E OF FURNIVAL RD,FWY
820,,401,E,694.652,711.995,92.32,9.5,1.06,CO,2.5 KM E OF FURNIVAL RD,1.8 KM W OF ORFORD RD IC 117,FWY
821,,401,E,711.995,719.158,92.32,9.5,0.87,CO,1.8 KM W OF ORFORD RD IC 117,KENT BRIDGE RD IC 101,FWY
822,,401,E,719.158,725.059,87.54,9.79,1.5,PC,1.8 KM W OF ORFORD RD IC 117,KENT BRIDGE RD IC 101,FWY
823,,401,E,725.059,745.109,92.14,9.79,1.02,PC,KENT BRIDGE RD IC 101,BLOOMFIELD RD - IC 81,FWY
824,,401,E,745.109,752.719,92.35,9.82,0.5,PC,BLOOMFIELD RD - IC 81,0.15KM E OF DRAKE RD,FWY
825,,401,E,752.719,769.347,89.18,9.82,1.37,PC,0.15KM E OF DRAKE RD,0.9KM E OF ESSEX RD 42 - IC 56,FWY
826,,401,E,769.347,779.828,86.42,9.72,1.56,PC,0.9KM E OF ESSEX RD 42 - IC 56,1.13KM WEST OF HWY 77 - IC 48,FWY
827,,401,E,779.828,789.773,87.89,9.8,1.48,PC,1.13KM WEST OF HWY 77 - IC 48,0.97KM W OF LAKESHORE RD 123,FWY
828,,401,E,789.773,797.033,83.03,9.75,1.89,PC,0.97KM W OF LAKESHORE RD 123,1.19KM W OF LAKESHORE RD 113,FWY
829,,401,E,797.033,807.164,88.42,9.69,1.36,PC,1.19KM W OF LAKESHORE RD 113,1.57KM W OF MANNING RD,FWY
830,,401,E,807.164,811.192,90.26,9.81,1.27,PC,1.57KM W OF MANNING RD,433M E OF CON. RD 8,FWY
831,,401,E,811.192,813.053,92.08,9.21,0.98,AC,433M E OF CON. RD 8,HWY 401 ENDS,FWY
832,,401,W,0,14.387,86.04,9,1.53,CO,QUEBEC-ONTARIO BDY,LANCASTER-HWYS 2-34 IC-814,FWY
833,,401,W,14.387,31.985,90.75,9.35,0.84,CO,LANCASTER-HWYS 2-34 IC-814,CORNWALL E LTS- BOUNDARY RD IC-796,FWY
834,,401,W,31.985,50.15,92.32,9.5,1.98,CO,CORNWALL E LTS- BOUNDARY RD IC-796,MOULINETTE RD IC-778,FWY
835,,401,W,50.15,69.727,68.14,7.8,1.7,CO,MOULINETTE RD IC-778,UPPER CANADA RD IC-758,FWY
836,,401,W,69.727,90.221,92.32,9.5,2.34,CO,UPPER CANADA RD IC-758,CARMAN RD IC-738,FWY
837,,401,W,90.221,98.099,90.71,9.39,0.88,CO,CARMAN RD IC-738,CARDINAL-SHANLY RD IC-730,FWY
838,,401,W,98.099,106.79,86.82,9.05,0.97,CO,CARDINAL-SHANLY RD IC-730,HWY 16 INT. 721,FWY
839,,401,W,106.79,123.22,91.12,9.28,0.75,CO,HWY 16 INT. 721,MAITLAND RD. INT.(705),FWY
840,,401,W,123.22,141.499,70.99,7.93,1.54,CO,MAITLAND RD. INT.(705),HWY 2 INT (687),FWY
841,,401,W,141.499,152.588,74.43,7.71,1.2,AC,HWY 2 INT (687),MALLORYTOWN RD. INT(675),FWY
842,,401,W,152.588,166.84,87.64,8.97,0.91,AC,MALLORYTOWN RD. INT(675),HWY 137 INT (661),FWY
843,,401,W,166.84,182.86,92.16,9.4,0.83,AC,HWY 137 INT (661),HWY 32 INT (645),FWY
844,,401,W,182.86,195.937,93.21,9.47,0.77,AC,HWY 32 INT (645),JOYCEVILLE RD. INT.(632),FWY
845,,401,W,195.937,204.354,87.96,9.02,0.93,AC,JOYCEVILLE RD. INT.(632),HWY 15 IC-623,FWY
846,,401,W,204.354,206.613,90.19,9.31,0.98,AC,HWY 15 IC-623,CATARAQUI R. BR.(PITT-KING TWP BDY),FWY
847,,401,W,206.613,208.277,92.51,9.61,1.03,AC,CATARAQUI R. BR.(PITT-KING TWP BDY),MONTREAL ST IC- 619,FWY
848,,401,W,208.277,214.799,80.27,8.27,1.06,AC,MONTREAL ST IC- 619,SYDENHAM RD,FWY
849,,401,W,214.799,220.646,81.74,8.35,0.96,AC,SYDENHAM RD,3.6KM WEST OF HWY 38 INT,FWY
850,,401,W,220.646,234.56,85.25,8.79,0.91,CO,3.6KM WEST OF HWY 38 INT,HWY 133 INT.(593),FWY
851,,401,W,234.56,249.15,82.63,8.84,1.19,CO,HWY 133 INT.(593),HWY 41 INT.(579),FWY
852,,401,W,249.15,264.866,80.62,8.79,1.64,AC,HWY 41 INT (579),WYMANS RD,FWY
853,,401,W,264.866,284.51,85.31,8.79,1.01,AC,WYMANS RD,HWY 37 INT (544),FWY
854,,401,W,284.51,302.566,93.61,9.47,0.72,AC,HWY 37 INT (544),HWY 33 INT(525),FWY
855,,401,W,302.566,314.83,79.78,8.19,1.03,AC,HWY 33 INT(525),1.1 KM E OF NORTHUMBERLAND RD 26,FWY
856,,401,W,314.83,325.112,89.12,9.1,0.87,AC,1.1 KM E OF NORTHUMBERLAND RD 26,0.8 KM W OF LITTLE LAKE ROAD,FWY
857,,401,W,325.112,338.791,94.53,9.6,0.75,AC,0.8 KM W OF LITTLE LAKE ROAD,2.0 KM E OF LYLE ST -CR23,FWY
858,,401,W,338.791,348.562,92.96,9.48,0.82,AC,2.0 KM E OF LYLE ST -CR23,2.2 KM E OF NAGLE RD UP,FWY
859,,401,W,348.562,355.34,92.88,9.48,0.83,AC,2.2 KM E OF NAGLE RD UP,BURNHAM ST IC-472 CO RD 18 COBOURG,FWY
860,,401,W,355.34,363.031,95.26,9.69,0.76,AC,BURNHAM ST IC-472 CO RD 18 COBOURG,300M E OF CO RD 28 IC-464,FWY
861,,401,W,363.031,366.857,76.72,8.03,1.24,AC,300M E OF CO RD 28 IC-464,300 M W OF CO RD 2 IC-461,FWY
862,,401,W,366.857,372.14,92.21,9.31,0.71,AC,300 M W OF CO RD 2 IC-461,1.0 KM W OF WESLEYVILLE IC-456,FWY
863,,401,W,372.14,376.5,95.37,9.64,0.69,AC,1.0 KM W OF WESLEYVILLE IC-456,DURHAM-NORTHUMBERLAND DBY,FWY
864,,401,W,376.5,383.057,94,9.63,0.86,AC,DURHAM-NORTHUMBERLAND DBY,MORGANS CORNER RD UNDER PASS,FWY
865,,401,W,383.057,391.015,93.47,9.64,0.94,AC,MORGANS CORNER RD UNDER PASS,NEWCASTLE - HWY 35/155 IC-436,FWY
866,,401,W,391.015,402.537,93.29,9.53,0.83,AC,NEWCASTLE - HWY 35/155 IC-436,OSHAWA - COURTICE RD,FWY
867,,401,W,402.537,412.138,92,9.34,0.78,AC,OSHAWA - COURTICE RD,OSHAWA-STEVENSON RD,FWY
868,,401,W,412.138,420.927,89.38,9.22,0.98,AC,OSHAWA-STEVENSON RD,LAKERIDGE RD,FWY
869,,401,W,420.927,424.196,85.93,9,1.18,AC,LAKERIDGE RD,AJAX-HARWOOD AV,FWY
870,,401,W,424.196,428.117,81.16,8.34,1.02,AC,AJAX-HARWOOD AV,PICKERING-BROCK RD,FWY
871,,401,W,428.117,434.389,84.39,8.79,0.99,CO,PICKERING-BROCK RD,PICKERING:ROUGEMOUNT DR UP,FWY
872,,401,W,434.389,441.724,86.63,8.92,0.88,CO,PICKERING:ROUGEMOUNT DR UP,SCARBOROUGH-NEILSON RD IC-385,FWY
873,,401,W,441.724,443.527,76.83,8.7,1.61,CO,SCARBOROUGH-NEILSON RD IC-385,SCARB-MARKHAM RD-HWY 48 IC-383,FWY
874,,401,W,443.527,449.251,76.02,8.58,1.58,CO,SCARB-MARKHAM RD-HWY 48 IC-383,SCARBOROUGH-WARDEN AV IC-378,FWY
875,,401,W,449.251,457.954,79.26,8.8,1.46,CO,SCARBOROUGH-WARDEN AV IC-378,NORTH YORK-HWY 11 IC-369-YONGE ST,FWY
876,,401,W,457.954,462.172,67.73,8.04,1.92,CO,NORTH YORK-HWY 11 IC-369-YONGE ST,ALLEN RD IC,FWY
877,,401,W,462.172,467.911,77.55,8.32,1.25,CO,ALLEN RD IC,HWY 400 IC (BASKETWEAVE),FWY
878,,401,W,467.911,471.768,92.32,9.5,1.16,CO,HWY 400 IC (BASKETWEAVE),KIPLING AVENUE,FWY
879,,401,W,471.768,474.597,92.32,9.5,1.18,CO,KIPLING AVENUE,BULLNOSE OF RAMP TO HWY 427 SB,FWY
880,,401,W,474.597,476.094,78.24,8.28,1.15,CO,BULLNOSE OF RAMP TO HWY 427 SB,RENFORTH DR,FWY
881,,401,W,476.094,482.309,77.93,7.97,1.01,AC,RENFORTH DR,HWY 410 IC,FWY
882,,401,W,482.309,485.813,84.67,9.74,1.73,PC,HWY 410 IC,0.3KM E OF FIRST LINE RD W-MCLAUGHLAN RD,FWY
883,,401,W,485.813,488.744,99.19,10,0.65,AC,0.3KM E OF FIRST LINE RD W-MCLAUGHLAN RD,EAST OF CREDIT RIVER,FWY
884,,401,W,488.744,494.869,98.87,10,0.65,AC,EAST OF CREDIT RIVER,1 KM W OF WINSTON CHURCHILL BLVD,FWY
885,,401,W,494.869,497.251,81.63,9.01,1.76,AC,1 KM W OF WINSTON CHURCHILL BLVD,1.4KM E OF TRAFALGAR RD IC-328-MILTON,FWY
886,,401,W,497.251,506.568,88.33,9.28,1.19,AC,1.4KM E OF TRAFALGAR RD IC-328-MILTON,MILTON- HALTON RD 25,FWY
887,,401,W,506.568,519.226,86.03,8.89,1.03,AC,MILTON- HALTON RD 25,HALTON REGION - WELLINGTON COUNTY BDY,FWY
888,,401,W,519.226,525.431,85.08,8.7,0.93,AC,HALTON REGION - WELLINGTON COUNTY BDY,1.0 KM E IC 299,FWY
889,,401,W,525.431,529.308,81.97,8.51,1.12,AC,1.0 KM E IC 299,1.2 KM E IC 295,FWY
890,,401,W,529.308,540.077,84.25,8.53,0.84,AC,1.2 KM E IC 295,TOWNLINE RD - IC 286,FWY
891,,401,W,540.077,544.055,84.4,8.83,1.18,AC,TOWNLINE RD - IC 286,HWY 24 - IC 282,FWY
892,,401,W,544.055,548.6,89.74,9.34,1.08,AC,HWY 24 - IC 282,HWY 8 - IC 278,FWY
893,,401,W,548.6,552.892,89.77,9.43,1.18,AC,HWY 8 - IC 278,1.35 KM W HOMER WATSON,FWY
894,,401,W,552.892,560.288,89.99,9.33,1.03,AC,1.35 KM W HOMER WATSON,2.0 KM W REG RD 97,FWY
895,,401,W,560.288,572.277,93.29,9.62,0.94,AC,2.0 KM W REG RD 97,4.1KM EAST OF DRUMBO RD IC 250,FWY
896,,401,W,572.277,575.325,87.25,9,0.75,AC,4.1KM EAST OF DRUMBO RD IC 250,1.96KM EAST OF DRUMBO ROAD,FWY
897,,401,W,575.325,585.283,87.25,9,0.72,AC,1.96KM EAST OF DRUMBO ROAD,3.15KM EAST OF HWY 2 IC 238,FWY
898,,401,W,585.283,587.72,87.25,9,0.68,AC,3.15KM EAST OF HWY 2 IC 238,1.1KM EAST HWY 2 IC 238,FWY
899,,401,W,587.72,594.45,89.62,9.19,0.91,AC,1.1KM EAST HWY 2 IC 238,HWY 59 IC 232,FWY
900,,401,W,594.45,597.499,87.25,9,0.84,AC,HWY 59 IC 232,1.0 KM WEST OF SWEABURG RD. IC230,FWY
901,,401,W,597.499,608.68,93.57,9.44,0.69,AC,1.0 KM WEST OF SWEABURG RD. IC230,0.8 KM WEST OF HWY. 19 IC 218,FWY
902,,401,W,608.68,618.658,89.67,9.09,0.79,AC,0.8 KM WEST OF HWY. 19 IC 218,0.8 KM WEST OF PUTNAM RD. IC 208,FWY
903,,401,W,618.658,627.937,93.68,9.51,0.76,AC,0.8 KM WEST OF PUTNAM RD. IC 208,0.9 KM WEST OF DORCHESTER ROAD WEST,FWY
904,,401,W,627.937,635.93,92.08,9.32,0.74,AC,0.9 KM WEST OF DORCHESTER ROAD WEST,1.2 KM EAST OF HIGHBURY AVENUE,FWY
905,,401,W,635.93,638.887,94.22,9.57,0.76,AC,1.2 KM EAST OF HIGHBURY AVENUE,1.45KM EAST OF WELLINGTON RD 1C 186,FWY
906,,401,W,638.887,643.641,85.8,8.75,0.9,AC,1.45KM EAST OF WELLINGTON RD 1C 186,645M WEST OF HIGHWAY 402 UNDERPASS,FWY
907,,401,W,643.641,649.545,87.25,9,1.77,AC,645M WEST OF HIGHWAY 402 UNDERPASS,HIGHWAY 4 EASTBOUND,FWY
908,,401,W,649.545,662.109,82.22,9,1.56,PC,HIGHWAY 4 EASTBOUND,UNION ROAD IC 164,FWY
909,,401,W,662.109,678.131,94.05,9.57,0.71,CO,UNION ROAD IC 164,0.7 KM W OF CURRIE RD IC 149,FWY
910,,401,W,678.131,694.652,81.86,8.54,1.02,CO,0.7 KM W OF CURRIE RD IC 149,2.5 KM E OF FURNIVAL RD,FWY
911,,401,W,694.652,711.995,80.75,8.71,1.26,CO,2.5 KM E OF FURNIVAL RD,1.8 KM W OF ORFORD RD IC 117,FWY
912,,401,W,711.995,717.654,84.82,8.84,0.99,CO,1.8 KM W OF ORFORD RD IC 117,0.1 KM E OF VICTORIA RD - IC 109,FWY
913,,401,W,717.654,744.425,81.65,8.45,1.11,AC,0.1 KM E OF VICTORIA RD - IC 109,0.7 KM E OF BLOOMFIELD RD - IC 81,FWY
914,,401,W,744.425,756.157,90.2,9.84,1.29,PC,0.7 KM E OF BLOOMFIELD RD - IC 81,0.8KM E OF MERLIN RD (REGIONAL ROAD 7),FWY
915,,401,W,756.157,769.347,90.86,9.81,1.21,PC,0.8KM E OF MERLIN RD (REGIONAL ROAD 7),0.9 E OF ESSEX RD 42 - IC 56 (BAPTISTE CREEK BR),FWY
916,,401,W,769.347,779.828,87.85,9.78,1.47,PC,0.9 E OF ESSEX RD 42 - IC 56 (BAPTISTE CREEK BR),1.13KM WEST OF HWY 77 - IC 48,FWY
917,,401,W,779.828,789.773,89.31,9.76,1.32,PC,1.13KM WEST OF HWY 77 - IC 48,0.97KM W OF LAKESHORE RD 123,FWY
918,,401,W,789.773,797.033,84.75,9.78,1.75,PC,0.97KM W OF LAKESHORE RD 123,1.19KM W OF LAKESHORE RD 113,FWY
919,,401,W,797.033,807.164,90.33,9.75,1.22,PC,1.19KM W OF LAKESHORE RD 113,1.57KM W OF MANNING RD,FWY
920,,401,W,807.164,811.192,88.25,9.79,1.44,PC,1.57KM W OF MANNING RD,433M E OF CON. RD 8,FWY
921,,401,W,811.192,813.053,92.89,9.3,0.93,AC,433M E OF CON. RD 8,HWY 401 ENDS,FWY
922,,401,E,428.117,434.389,74.58,7.7,1.04,CO,BROCK RD.,PICKERING:ROUGEMOUNT DR UP,FWY
923,,401,E,434.389,441.724,74.78,7.88,1.16,CO,PICKERING:ROUGEMOUNT DR UP,SCARBOROUGH-NEILSON RD IC-385,FWY
924,,401,E,441.724,443.527,77.47,8.13,1.11,CO,SCARBOROUGH-NEILSON RD IC-385,SCARB-MARKHAM RD-HWY 48 IC-383,FWY
925,,401,E,443.527,449.251,78.94,8.47,1.23,CO,SCARB-MARKHAM RD-HWY 48 IC-383,SCARBOROUGH-WARDEN AV IC-378,FWY
926,,401,E,449.251,451.916,28.22,4.44,2.73,CO,SCARBOROUGH-WARDEN AV IC-378,HWY 404 IC-375-DON VALLEY PKWY-NORTH YORK,FWY
927,,401,E,451.916,457.954,92.32,9.5,1.68,CO,HWY 404 IC-375-DON VALLEY PKWY-NORTH YORK,NORTH YORK-HWY 11 IC-369-YONGE ST,FWY
928,,401,E,457.954,462.172,77.04,8.57,1.48,CO,NORTH YORK-HWY 11 IC-369-YONGE ST,ALLEN RD IC,FWY
929,,401,E,462.172,467.911,85.65,9.11,1.12,CO,ALLEN RD IC,HWY 400 IC (BASKETWEAVE),FWY
930,,401,E,467.911,471.768,64.91,7.19,1.52,CO,HWY 400 IC (BASKETWEAVE),KIPLING AVENUE,FWY
931,,401,E,476.094,482.309,84.28,8.85,1.22,AC,RENFORTH DR,HWY 410 IC,FWY
932,,401,E,482.309,485.813,85.23,9.73,1.67,PC,HWY 410 IC,0.3KM E OF FIRST LINE RD W-MCLAUGHLAN RD,FWY
933,,401,E,485.813,488.743,83.55,9.69,1.8,PC,0.3KM E OF FIRST LINE RD W-MCLAUGHLAN RD,EAST OF CREDIT RIVER,FWY
934,,401,W,428.117,434.389,77.12,7.95,1,CO,BROCK RD.,PICKERING:ROUGEMOUNT DR UP,FWY
935,,401,W,434.389,441.724,81.39,8.38,0.94,CO,PICKERING:ROUGEMOUNT DR UP,SCARBOROUGH-NEILSON RD IC-385,FWY
936,,401,W,441.724,443.527,80.19,8.63,1.25,CO,SCARBOROUGH-NEILSON RD IC-385,SCARB-MARKHAM RD-HWY 48 IC-383,FWY
937,,401,W,443.527,449.251,83.41,9.25,1.43,CO,SCARB-MARKHAM RD-HWY 48 IC-383,SCARBOROUGH-WARDEN AV IC-378,FWY
938,,401,W,449.251,453.978,81.52,8.66,1.15,CO,SCARBOROUGH-WARDEN AV IC-378,NORTH YORK-LESLIE ST IC 373,FWY
939,,401,W,453.978,462.172,83.25,9.01,1.26,CO,NORTH YORK-LESLIE ST IC 373,ALLEN RD IC,FWY
940,,401,W,462.172,467.911,87.08,9.08,0.97,CO,ALLEN RD IC,HWY 400 IC (BASKETWEAVE),FWY
941,,401,W,467.911,471.768,92.32,9.5,1.27,CO,HWY 400 IC (BASKETWEAVE),KIPLING AVENUE,FWY
942,,401,W,476.094,482.309,85.17,8.82,1.06,AC,RENFORTH DR,HWY 410 IC,FWY
943,,401,W,482.309,485.813,81.33,9.5,1.88,PC,HWY 410 IC,0.3KM E OF FIRST LINE RD W-MCLAUGHLAN RD,FWY
944,,401,W,485.813,488.743,88.52,9.8,1.42,PC,0.3KM E OF FIRST LINE RD W-MCLAUGHLAN RD,EAST OF CREDIT RIVER,FWY
945,,402,E,0,10.741,92.89,9.5,0.99,AC,HWY 401 IC,0.1 KM E OF WOODHULL RD,FWY
946,,402,E,10.741,18.263,92.89,9.5,0.86,AC,0.1 KM E OF WOODHULL RD,0.1 KM W OF IC 86 (MIDDLESEX ROAD 2),FWY
947,,402,E,18.263,23.586,92.89,9.5,1.01,AC,0.1 KM W OF IC 86 (MIDDLESEX ROAD 2),1.9 KM W OF IC 82,FWY
948,,402,E,23.586,31.213,90.99,9.49,1.09,AC,1.9 KM W OF IC 82,3 KM E OF IC 69,FWY
949,,402,E,31.213,38.15,94.19,9.53,0.71,AC,3 KM E OF IC 69,0.6 KM E OF IC 65 (MIDDLESEX RD 81),FWY
950,,402,E,38.15,46.2,96.38,9.71,0.64,AC,0.6 KM E OF IC 65 (MIDDLESEX RD 81),1.7 KM E OF KERWOOD RD IC 56,FWY
951,,402,E,46.2,47.902,96.66,9.75,0.65,AC,1.7 KM E OF KERWOOD RD IC 56,KERWOOD RD,FWY
952,,402,E,47.902,55.8,79.61,8.25,1.12,AC,KERWOOD RD,3.2 KM E OF NAUVOO RD IC 44,FWY
953,,402,E,55.8,67.489,84.14,8.68,1.03,AC,3.2 KM E OF NAUVOO RD IC 44,1.7 KM E OF HWY 21 IC 34,FWY
954,,402,E,67.489,75.621,94.02,9.54,0.75,AC,1.7 KM E OF HWY 21 IC 34,2.9KM E OF OIL HERITAGE RD IC 25,FWY
955,,402,E,75.621,86.991,85,9.72,1.69,PC,2.9KM E OF OIL HERITAGE RD IC 25,0.8KM EAST OF LAMBTON RD 26 IC-15,FWY
956,,402,E,86.991,98.9,86.04,9,0.72,CO,0.8KM EAST OF LAMBTON RD 26 IC-15,MURPHY ROAD,FWY
957,,402,E,98.9,102.238,87.25,9,1.27,AC,MURPHY ROAD,290M WEST OF FRONT STREET,FWY
958,,402,W,0,10.741,92.89,9.5,0.95,AC,HWY 401 IC,0.1 KM E OF WOODHULL RD,FWY
959,,402,W,10.741,18.263,72.51,7.34,0.98,AC,0.1 KM E OF WOODHULL RD,0.1 KM W OF IC 86,FWY
960,,402,W,18.263,23.586,92.89,9.5,1.03,AC,0.1 KM W OF IC 86,1.9 KM W OF IC 82,FWY
961,,402,W,23.586,28.64,92.89,9.5,1.07,AC,1.9 KM W OF IC 82,7 KM W OF GLENDON DR - IC 82,FWY
962,,402,W,28.64,31.904,87.25,9,1.22,AC,7 KM W OF GLENDON DR - IC 82,2.5 KM E OF HICKORY DRIVE,FWY
963,,402,W,31.904,33.67,96.21,9.7,0.65,AC,2.5KM E OF HICKORY DRIVE,.6 KM E OF IC 69 (MIDDLESEX ROAD 39/HICKORY DR),FWY
964,,402,W,33.67,38.15,93.46,9.52,0.8,AC,.6 KM E OF IC 69 (MIDDLESEX ROAD 39/HICKORY DR),0.6 KM E OF IC 65 (MIDDLESEX RD 81),FWY
965,,402,W,38.15,46.2,95.25,9.66,0.73,AC,0.6 KM E OF IC 65 (MIDDLESEX RD 81),1.7 KM E OF KERWOOD RD IC 56,FWY
966,,402,W,46.2,55.8,94.87,9.63,0.74,AC,1.7 KM E OF KERWOOD RD IC 56,3.2 KM E OF NAUVOO RD IC 44,FWY
967,,402,W,55.8,67.489,92.32,9.45,0.87,AC,3.2 KM E OF NAUVOO RD IC 44,1.7 KM E OF HWY 21 IC 34,FWY
968,,402,W,67.489,75.621,86.56,8.82,0.88,AC,1.7 KM E OF HWY 21 IC 34,2.9KM E OF OIL HERITAGE RD IC 25,FWY
969,,402,W,75.621,86.991,91.58,9.71,0.79,PC,2.9KM E OF OIL HERITAGE RD IC 25,0.8KM EAST OF LAMBTON RD 26 IC-15,FWY
970,,402,W,86.991,98.9,95.5,9.52,1.08,CO,0.8KM EAST OF LAMBTON RD 26 IC-15,MURPHY ROAD,FWY
971,,402,W,98.9,99.239,76.75,8.32,1.59,AC,MURPHY ROAD,400M West of MURPHY ROAD (Start of Concrete),FWY
972,,402,W,99.239,102.082,75.46,9.58,2.24,PC,400M West of MURPHY ROAD (Start of Concrete),290M WEST OF FRONT STREET,FWY
973,,402,W,102.082,102.5,86.53,9.07,1.65,AC,290M WEST OF FRONT STREET,BRIDGE ST & MARINA RD IC-SARNIA,FWY
974,,403,E,14.691,20.883,81.55,8.55,1.22,AC,1.0 KM W OF WINSTON CHURCHILL BLVD,FORD DR IC - QEW IC,FWY
975,,403,E,43.355,51.884,63.75,6.66,1.33,AC,QEW IC (FREEMAN IC),0.95 KM W OF HWY 6 IC (GUELPH RD),FWY
